parameter_id,IMPC_GEP_017_001
mouse_strain,C57BL
gene_accession_id,MGI:1915325
mouse_life_stage,Early adult
pvalue,0.1752128
gene_symbol,Lurap1
analysis_id,7840x2r352vm604
parameter_name,Facial Morphology
