parameter_name,Whole arena resting time
gene_symbol,Maco1
gene_accession_id,MGI:1913396
pvalue,0.4134653
analysis_id,642qf2m719i74f0
parameter_id,HRWLLA_OFD_007_001
mouse_strain,C57BL
mouse_life_stage,Early adult
