parameter_id,IMPC_HEM_019_001
pvalue,0.8492172
mouse_strain,C57BL
parameter_name,Mean platelet volume
analysis_id,nt8v968dma8s6i0
gene_symbol,Nemp2
gene_accession_id,MGI:2444113
mouse_life_stage,Early adult
