parameter_id,IMPC_GEP_076_001
mouse_strain,C57BL
gene_accession_id,MGI:104640
analysis_id,189771e822mw906
gene_symbol,Rab17
mouse_life_stage,Early adult
parameter_name,Cleft palate
pvalue,0.4387106
