gene_symbol,AU040320
mouse_life_stage,Middle aged adult
analysis_id,dp63yj1f6006m46
parameter_id,IMPC_EYE_016_001
pvalue,0.8436815
mouse_strain,C57BL
gene_accession_id,MGI:2140475
parameter_name,Lens
