parameter_id,IMPC_DXA_004_001
analysis_id,59e7o6h06791931
pvalue,0.706802
gene_symbol,Zcchc2
parameter_name,Bone Mineral Density (excluding skull)
gene_accession_id,MGI:2444114
mouse_strain,C57BL
mouse_life_stage,Early adult
