gene_symbol,Mecom
parameter_id,ESLIM_011_001_702
mouse_life_stage,E15.5
gene_accession_id,MGI:95457
mouse_strain,C57BL
pvalue,0.97825
parameter_name,Prepulse inhibition - PP2
analysis_id,81x3t6299qh8o5c
