mouse_strain,129SV
parameter_name,Bone Mineral Density (excluding skull)
gene_accession_id,MGI:2385884
gene_symbol,Ddx27
mouse_life_stage,Early adult
parameter_id,M-G-P_005_001_004
pvalue,0.07362126
analysis_id,z93htqsn27agj94
