mouse_strain,129SV
parameter_id,MGP_MLN_001_001
gene_symbol,Inpp1
pvalue,0.9001067
mouse_life_stage,Early adult
analysis_id,61kh063364hx39z
gene_accession_id,MGI:104848
parameter_name,Total T cells - % of CD45+
