mouse_strain,C57BL
analysis_id,129ig0r65g8ts15
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_004_001
pvalue,0.9067941
gene_symbol,Hrnr
gene_accession_id,MGI:3046938
parameter_name,Urea (Blood Urea Nitrogen - BUN)
