parameter_id,JAX_LDT_004_001
mouse_life_stage,Early adult
analysis_id,cczouxj55ptxq7x
gene_accession_id,MGI:1338022
pvalue,0.8779829
gene_symbol,Opn3
mouse_strain,C57BL
parameter_name,Dark side time spent
