gene_symbol,Mapkap1
parameter_id,IMPC_EYE_006_001
analysis_id,0s3390y96aouvzi
mouse_life_stage,Early adult
pvalue,0.3734584
gene_accession_id,MGI:2444554
mouse_strain,C57BL
parameter_name,Narrow eye opening
