gene_symbol,Tiprl
parameter_name,KLRG1+ mature NK cell percentage
parameter_id,MGP_PBI_011_001
mouse_life_stage,Early adult
analysis_id,m6z6y8n64xk682m
pvalue,0.168982
gene_accession_id,MGI:1915087
mouse_strain,C57BL
