gene_symbol,Mecom
mouse_life_stage,E15.5
gene_accession_id,MGI:95457
pvalue,0.3279196
mouse_strain,C57BL
analysis_id,990342qjvw3esjw
parameter_id,IMPC_OFD_017_001
parameter_name,Center average speed
