pvalue,0.8504574
gene_symbol,Usp37
parameter_id,IMPC_CBC_012_001
analysis_id,ipd1j9ef7x741px
parameter_name,Aspartate aminotransferase
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:2442483
