parameter_id,MGP_IMM_066_001
mouse_strain,C57BL
parameter_name,CD11b-high cDC - % of cDC
mouse_life_stage,Early adult
pvalue,0.1412502
gene_symbol,Wars2
gene_accession_id,MGI:1917810
analysis_id,nfojajpph7e23h4
