mouse_life_stage,Early adult
gene_symbol,Ufc1
gene_accession_id,MGI:1913405
parameter_name,Liver weight
parameter_id,UCD_OWT_008_001
mouse_strain,C57BL
pvalue,0.969769
analysis_id,71l5j3v2nt638k4
