pvalue,0.4780459
gene_symbol,Cntfr
analysis_id,1w4xpmfv4sydol5
parameter_id,ESLIM_014_001_008
mouse_strain,129SV
gene_accession_id,MGI:99605
parameter_name,Cornea vascularisation
mouse_life_stage,Early adult
