gene_symbol,Ahcy
analysis_id,zkxjeh7316t6t43
gene_accession_id,MGI:87968
parameter_id,MGP_MLN_001_001
mouse_strain,C57BL
parameter_name,Total T cells - % of CD45+
pvalue,0.2138284
mouse_life_stage,E12.5
