gene_accession_id,MGI:2444421
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_CBC_011_001
pvalue,0.1707268
analysis_id,5998326biemy802
gene_symbol,Gbp7
parameter_name,Iron
