parameter_id,MGP_IMM_067_001
analysis_id,265m4csyf7rn7gq
mouse_life_stage,Early adult
parameter_name,CD11b-low cDC - % of cDC
gene_symbol,Inpp1
gene_accession_id,MGI:104848
mouse_strain,129SV
pvalue,0.5705222
