gene_symbol,Frmpd1
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2446274
pvalue,0.1277829
parameter_id,IMPC_HEM_029_001
parameter_name,Neutrophil differential count
analysis_id,gm2ga79c94twql9
mouse_strain,C57BL
