gene_symbol,Wars2
pvalue,0.2815167
mouse_life_stage,E12.5
analysis_id,yr33di5xf07gr83
mouse_strain,C57BL
parameter_id,IMPC_GEO_064_001
gene_accession_id,MGI:1917810
parameter_name,Edema
