parameter_id,HRWLLA_OFD_010_001
parameter_name,Periphery distance travelled
gene_accession_id,MGI:1913838
mouse_strain,C57BL
gene_symbol,Cmpk1
analysis_id,5m7398r27s645v9
pvalue,0.3777556
mouse_life_stage,Early adult
