gene_symbol,Mapkap1
analysis_id,6ym75tk2rmoj044
mouse_life_stage,Early adult
pvalue,0.2819753
parameter_id,MGP_IMM_041_001
mouse_strain,C57BL
parameter_name,Total B cells - % of CD45+
gene_accession_id,MGI:2444554
