parameter_id,HRWLLA_OFD_013_001
mouse_strain,C57BL
analysis_id,29425ix787024i8
mouse_life_stage,Early adult
parameter_name,Periphery average speed
gene_accession_id,MGI:1914836
pvalue,0.4455183
gene_symbol,Ubxn11
