Gene_symbol,Inpp1
parameter_id,HMGULA_HWT_008_001
Parameter_name,Heart weight
Analysis_id,a746vngadiv82h2
Gene_accession_id,MGI:104848
Pvalue,0.9686398
Mouse_life_stage,Early adult
Mouse_strain,129SV
