mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Golm2
pvalue,0.9388887
analysis_id,t202441x9q18j8y
gene_accession_id,MGI:2443129
parameter_id,M-G-P_016_001_001
parameter_name,White blood cell-count
