gene_symbol,AU040320
gene_accession_id,MGI:2140475
parameter_name,Pericardium Morphology
mouse_life_stage,Middle aged adult
analysis_id,qhm9su4a4al37m3
pvalue,0.2584157
mouse_strain,C57BL
parameter_id,IMPC_GEL_006_001
