parameter_id,HRWLLA_OFD_007_001
gene_accession_id,MGI:2441730
parameter_name,Whole arena resting time
mouse_life_stage,Late adult
analysis_id,y5cw8jgm4o91max
gene_symbol,Tbl1xr1
mouse_strain,C57BL
pvalue,0.9703703
