parameter_id,IMPC_OFD_011_001
gene_symbol,Trp53rkb
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,fg3ba9r61x706z7
pvalue,0.8602586
parameter_name,Periphery resting time
gene_accession_id,MGI:1914050
