gene_symbol,Tiprl
parameter_name,Triglycerides
mouse_life_stage,E12.5
parameter_id,HMGULA_CBC_017_001
pvalue,0.629082
analysis_id,8a9ak4gkq715228
mouse_strain,C57BL
gene_accession_id,MGI:1915087
