parameter_id,JAXLA_CSD_077_001
gene_symbol,SLC30A4
parameter_name,Contact righting
pvalue,0.3149033
analysis_id,6t1cm8tn9935768
gene_accession_id,MGI:1345282
mouse_life_stage,Early adult
mouse_strain,C57BL
