parameter_id,ESLIM_011_001_010
gene_symbol,Sprr1b
pvalue,0.5243707
gene_accession_id,MGI:106659
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,0j74i1hb7l5r7bn
parameter_name,PP4 + pulse startle magnitude
