gene_symbol,Fgb
parameter_id,IMPC_ACS_035_001
pvalue,0.8851178
analysis_id,5145y3o425r0q37
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,% Pre-pulse inhibition - PPI3
gene_accession_id,MGI:99501
