parameter_id,IMPC_ACS_034_001
pvalue,0.9961797
mouse_strain,C57BL
mouse_life_stage,Late adult
gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
analysis_id,6235lvveymj9v95
parameter_name,% Pre-pulse inhibition - PPI2
