gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
mouse_life_stage,Middle aged adult
parameter_name,CD11b-low cDC - % of CD45+
mouse_strain,C57BL
pvalue,0.3086509
parameter_id,MGP_IMM_130_001
analysis_id,4bqk239qiw5o87m
