gene_symbol,Eprs1
mouse_life_stage,E9.5
pvalue,0.2447409
mouse_strain,C57BL
parameter_name,Total cholesterol
parameter_id,IMPC_CBC_015_001
analysis_id,f4vi8393y03q7s7
gene_accession_id,MGI:97838
