parameter_id,MGP_PBI_020_001
gene_symbol,Fgb
pvalue,0.5811743
gene_accession_id,MGI:99501
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_name,Eosinophil percentage
analysis_id,kt53ldk9fl7q6ya
