gene_symbol,Bcs1l
analysis_id,4m9165c60ed8wzp
gene_accession_id,MGI:1914071
pvalue,0.4788969
parameter_id,IMPC_GEO_064_001
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Edema
