parameter_name,Center average speed
parameter_id,JAX_OFD_017_001
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.9844844
gene_accession_id,MGI:1914061
gene_symbol,Duoxa2
analysis_id,mx3ulha437j2lux
