gene_symbol,Dnajc6
gene_accession_id,MGI:1919935
parameter_id,JAXLA_DXA_009_001
mouse_strain,C57BL
analysis_id,r0d95kshh408qr5
parameter_name,Fat/Body weight
mouse_life_stage,Early adult
pvalue,0.9200486
