gene_symbol,Ahcy
mouse_strain,C57BL
parameter_id,IMPC_XRY_033_001
pvalue,0.2744292
gene_accession_id,MGI:87968
mouse_life_stage,Early adult
parameter_name,Tibia length
analysis_id,bp10036nkoq94r5
