parameter_name,Embryo Size
mouse_strain,C57BL
gene_symbol,Kifap3
gene_accession_id,MGI:107566
analysis_id,muvenbf7o4u6z5f
pvalue,0.824028
parameter_id,IMPC_GEL_032_001
mouse_life_stage,Early adult
