parameter_id,IMPC_IMM_067_001
mouse_life_stage,Early adult
pvalue,0.3310562
parameter_name,Follicular B Cells (CD21/35+)
mouse_strain,C57BL
gene_symbol,Snap23
gene_accession_id,MGI:109356
analysis_id,xwl1b3xx6o9evfn
