gene_symbol,Bcs1l
parameter_id,IMPC_CBC_014_001
pvalue,1.012645
analysis_id,y147fkq1654k09u
parameter_name,Alkaline phosphatase
mouse_strain,C57BL
gene_accession_id,MGI:1914071
mouse_life_stage,E12.5
