parameter_id,M-G-P_014_001_009
analysis_id,j7z8a9n582321o3
mouse_strain,C57BL
parameter_name,lens
mouse_life_stage,Early adult
gene_accession_id,MGI:2443129
pvalue,0.9327242
gene_symbol,Golm2
