Gene_symbol,Inpp1
Parameter_id,IMPC_HEM_003_001
Gene_accession_id,MGI:104848
Mouse_life_stage,Early adult
Parameter_name,Hemoglobin
Analysis_id,y4l106j998j03b4
Pvalue,0.192878
Mouse_strain,129SV
