parameter_id,JAX_SLW_009_001
parameter_name,Dark sleep bout lengths mean
mouse_life_stage,E9.5
pvalue,0.5513201
analysis_id,k26z28u5p574blk
gene_symbol,Hspa5
mouse_strain,C57BL
gene_accession_id,MGI:95835
