parameter_id,IMPC_DXA_007_001
analysis_id,ed2g72m40j7ax7e
gene_symbol,Cldn19
mouse_life_stage,Early adult
gene_accession_id,MGI:3033992
pvalue,0.372562
parameter_name,BMC/Body weight
mouse_strain,C57BL
