parameter_id,IMPC_XRY_022_001
parameter_name,Radius
gene_accession_id,MGI:2446186
gene_symbol,Lpgat1
mouse_strain,C57BL
mouse_life_stage,Late adult
pvalue,0.8914918
analysis_id,7acq05lkt5y819r
