gene_symbol,Hpca
parameter_name,Hindlimbs - shape
mouse_strain,C57BL
analysis_id,08h857h0ln617tx
pvalue,0.8365993
gene_accession_id,MGI:1336200
parameter_id,JAXLA_CSD_021_001
mouse_life_stage,Middle aged adult
