parameter_id,IMPC_HEM_029_001
pvalue,0.9208972
gene_accession_id,MGI:104640
mouse_life_stage,Early adult
parameter_name,Neutrophil differential count
mouse_strain,C57BL
gene_symbol,Rab17
analysis_id,9275p4ywxhbxty2
