gene_symbol,Duoxa2
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1914061
pvalue,0.07806853
parameter_id,MGP_IMM_010_001
parameter_name,Effector Treg cells - % of Treg
analysis_id,4peb56059g361v5
