parameter_name,Chloride
parameter_id,IMPC_CBC_003_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1919137
analysis_id,95i8516tis11w4t
pvalue,0.7742952
gene_symbol,Ppm1j
