gene_symbol,Jun
pvalue,0.6370834
gene_accession_id,MGI:96646
parameter_name,Blood Vessel Morphology
mouse_life_stage,E9.5
analysis_id,jtq6261xk2y3q68
mouse_strain,C57BL
parameter_id,IMPC_GEO_011_001
