gene_symbol,Frmpd1
parameter_id,IMPC_OWT_004_001
pvalue,0.1486149
analysis_id,3c1w35w5z42684v
gene_accession_id,MGI:2446274
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Right kidney weight
