gene_symbol,Ap5s1
mouse_strain,C57BL
analysis_id,06h4e0s8q6577b2
gene_accession_id,MGI:1916846
pvalue,0.5946566
parameter_name,Resting CD8+ T cells - % of CD8+
mouse_life_stage,Early adult
parameter_id,MGP_IMM_015_001
