mouse_life_stage,Late adult
pvalue,0.5206625
analysis_id,cjn42o4ojhhpjb4
parameter_name,Percent time in light
gene_accession_id,MGI:1336200
parameter_id,JAX_LDT_009_001
mouse_strain,C57BL
gene_symbol,Hpca
