parameter_id,MGP_PBI_016_001
analysis_id,b7g4k1f202mt9u4
parameter_name,Monocyte percentage
pvalue,0.8279611
gene_accession_id,MGI:1914672
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Dhdds
