parameter_id,MGP_BMI_006_001
gene_accession_id,MGI:1888742
pvalue,0.7024589
mouse_life_stage,Early adult
analysis_id,47316i6b5e73t9i
mouse_strain,C57BL
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
gene_symbol,Extl1
