parameter_id,MGP_MLN_071_001
analysis_id,d2u1l61163c6zpy
gene_accession_id,MGI:104805
pvalue,0.7606245
parameter_name,Resting Treg cells - % of CD45+
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Snrpb2
