gene_symbol,Sass6
analysis_id,8bu28a42qj93620
parameter_id,IMPC_DXA_003_001
pvalue,0.5142896
parameter_name,Lean mass
mouse_life_stage,E12.5
mouse_strain,C57BL
gene_accession_id,MGI:1920026
