gene_symbol,Hspa5
parameter_id,MGP_PBI_032_001
pvalue,0.07471861
mouse_strain,C57BL
gene_accession_id,MGI:95835
parameter_name,CD4+ KLRG1+ alpha beta T cell number
mouse_life_stage,Early adult
analysis_id,6085as07vf0416j
